ID_REDE;1_REDE_DE_ENSINO;V00_Total de escolas por rede;V01_Escolas sem instalações elétricas;V02_Escolas com instalações elétricas;V03_1. Acesso adequado - fibra;V04_2. Acesso inadequado - menos de 20 km;V05_3. Acesso inadequado - mais de 20 km;V06_4. Acesso inadequado - localização imprecisa;V07_Escolas acima de 1Mbps;V08_Escolas abaixo de 1Mbps;V09_Escolas com medidor;V10_Escolas sem medidor
Municipal - 1506161;Municipal - Rio Maria;13;0;13;9;2;2;0;7;6;10;3
Municipal - 2516805;Municipal - Triunfo;10;0;10;5;5;0;0;0;10;0;10
Municipal - 2609709;Municipal - Orobó;24;0;24;5;19;0;0;0;24;0;24
Municipal - 2202778;Municipal - Colônia do Piauí;7;0;7;1;2;4;0;0;7;0;7
Municipal - 2101103;Municipal - Axixá;19;0;19;5;14;0;0;1;18;7;12
Municipal - 2102077;Municipal - Bom Lugar;20;0;20;6;14;0;0;1;19;5;15
Municipal - 1701002;Municipal - Ananás;5;0;5;2;2;1;0;0;5;1;4
Municipal - 2102556;Municipal - Campestre do Maranhão;15;0;15;1;13;1;0;0;15;1;14
Municipal - 2515104;Municipal - São Sebastião de Lagoa de Roça;17;0;17;3;14;0;0;0;17;0;17
Municipal - 3306206;Municipal - Vassouras;19;0;19;18;1;0;0;10;9;18;1
Municipal - 3112604;Municipal - Capinópolis;6;0;6;6;0;0;0;2;4;5;1
Municipal - 2103901;Municipal - Duque Bacelar;28;0;28;6;22;0;0;1;27;4;24
Municipal - 2107001;Municipal - Montes Altos;14;0;14;5;9;0;0;0;14;0;14
Municipal - 2104081;Municipal - Fernando Falcão;29;0;29;3;11;15;0;0;29;0;29
Municipal - 5219605;Municipal - Santa Tereza de Goiás;4;0;4;3;1;0;0;2;2;2;2
Municipal - 3142403;Municipal - Moema;4;0;4;2;2;0;0;0;4;1;3
Municipal - 2201929;Municipal - Bonfim do Piauí;7;0;7;5;2;0;0;1;6;4;3
Municipal - 4315909;Municipal - Rodeio Bonito;4;0;4;2;1;0;1;0;4;0;4
Municipal - 2200301;Municipal - Alto Longá;22;0;22;4;13;5;0;0;22;1;21
Municipal - 3156106;Municipal - Ritápolis;4;0;4;1;3;0;0;0;4;0;4
Municipal - 2513851;Municipal - Santo André;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2105807;Municipal - Lago do Junco;33;0;33;3;30;0;0;0;33;2;31
Municipal - 3121902;Municipal - Divinésia;2;0;2;1;1;0;0;0;2;0;2
Municipal - 2210409;Municipal - São Miguel do Tapuio;26;1;25;12;0;14;0;4;22;17;9
Municipal - 2600609;Municipal - Alagoinha;13;0;13;5;7;0;1;0;13;4;9
Municipal - 5214838;Municipal - Nova Crixás;8;0;8;6;1;1;0;4;4;5;3
Municipal - 5203203;Municipal - Barro Alto;12;0;12;9;2;1;0;8;4;9;3
Municipal - 5108808;Municipal - Nova Guarita;3;0;3;3;0;0;0;1;2;2;1
Municipal - 4219408;Municipal - Witmarsum;4;0;4;2;2;0;0;1;3;1;3
Municipal - 5215009;Municipal - Nova Veneza;4;0;4;4;0;0;0;0;4;0;4
Municipal - 2400505;Municipal - Alexandria;9;0;9;8;1;0;0;1;8;4;5
Municipal - 3105905;Municipal - Barroso;12;0;12;11;1;0;0;8;4;10;2
Municipal - 3120607;Municipal - Crucilândia;3;0;3;1;2;0;0;0;3;0;3
Municipal - 2210359;Municipal - São Lourenço do Piauí;9;0;9;2;4;3;0;0;9;1;8
Municipal - 3140159;Municipal - Mário Campos;6;0;6;5;1;0;0;1;5;3;3
Municipal - 2513109;Municipal - Salgado de São Félix;15;0;15;7;8;0;0;0;15;0;15
Municipal - 2201804;Municipal - Bocaina;8;0;8;2;6;0;0;0;8;0;8
Municipal - 2111078;Municipal - São João do Soter;60;0;60;3;29;28;0;0;60;2;58
Municipal - 1720002;Municipal - Santa Terezinha do Tocantins;3;0;3;2;1;0;0;1;2;1;2
Municipal - 3120102;Municipal - Couto de Magalhães de Minas;3;0;3;3;0;0;0;2;1;2;1
Municipal - 2414704;Municipal - Várzea;3;0;3;1;2;0;0;0;3;0;3
Municipal - 2406304;Municipal - Lagoa de Pedras;9;0;9;7;2;0;0;3;6;5;4
Municipal - 2513968;Municipal - São Domingos;6;0;6;3;3;0;0;0;6;2;4
Municipal - 4318424;Municipal - São João da Urtiga;2;0;2;2;0;0;0;0;2;1;1
Municipal - 3133402;Municipal - Itapagipe;6;0;6;6;0;0;0;2;4;4;2
Municipal - 3138104;Municipal - Lassance;4;0;4;1;3;0;0;0;4;0;4
Municipal - 4214102;Municipal - Presidente Nereu;2;0;2;1;1;0;0;0;2;0;2
Municipal - 4307864;Municipal - Fagundes Varela;1;0;1;1;0;0;0;0;1;0;1
Municipal - 2517209;Municipal - Vieirópolis;9;0;9;2;7;0;0;1;8;1;8
Municipal - 4303806;Municipal - Campinas do Sul;2;0;2;2;0;0;0;1;1;1;1
Municipal - 5200175;Municipal - Água Fria de Goiás;3;0;3;2;1;0;0;0;3;2;1
Municipal - 4212403;Municipal - Pedras Grandes;5;0;5;1;4;0;0;0;5;0;5
Municipal - 4215695;Municipal - Santiago do Sul;2;0;2;1;1;0;0;0;2;0;2
Municipal - 2404853;Municipal - Itajá;5;0;5;4;1;0;0;2;3;4;1
Municipal - 3108800;Municipal - Braúnas;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2401909;Municipal - Caiçara do Rio do Vento;3;0;3;2;1;0;0;0;3;0;3
Municipal - 3157500;Municipal - Santa Efigênia de Minas;5;0;5;2;3;0;0;0;5;0;5
Municipal - 4116604;Municipal - Nova América da Colina;2;0;2;2;0;0;0;0;2;0;2
Municipal - 3145406;Municipal - Olaria;2;0;2;1;1;0;0;0;2;0;2
Municipal - 3142205;Municipal - Miraí;8;0;8;4;4;0;0;1;7;4;4
Municipal - 2413607;Municipal - Severiano Melo;7;0;7;5;2;0;0;0;7;3;4
Municipal - 3101201;Municipal - Aiuruoca;3;0;3;2;1;0;0;1;2;2;1
Municipal - 3147808;Municipal - Passa Vinte;2;0;2;2;0;0;0;0;2;0;2
Municipal - 2206704;Municipal - Nazaré do Piauí;7;0;7;7;0;0;0;3;4;6;1
Municipal - 1708205;Municipal - Formoso do Araguaia;8;0;8;6;0;2;0;1;7;5;3
Municipal - 1716208;Municipal - Paranã;17;2;15;1;12;4;0;0;17;1;16
Municipal - 3161809;Municipal - São Gonçalo do Pará;7;0;7;2;5;0;0;1;6;2;5
Municipal - 5103908;Municipal - General Carneiro;10;0;10;1;0;9;0;0;10;0;10
Municipal - 4301008;Municipal - Arroio do Meio;13;0;13;11;2;0;0;1;12;8;5
Municipal - 2508703;Municipal - Mãe d'Água;7;0;7;1;6;0;0;0;7;0;7
Municipal - 3160009;Municipal - Santo Antônio do Aventureiro;3;0;3;2;1;0;0;0;3;1;2
Municipal - 2204709;Municipal - Inhuma;11;0;11;5;6;0;0;2;9;5;6
Municipal - 2406155;Municipal - Jundiá;5;0;5;3;2;0;0;1;4;2;3
Municipal - 1717909;Municipal - Ponte Alta do Tocantins;6;0;6;3;1;2;0;1;5;1;5
Municipal - 1720978;Municipal - Talismã;5;0;5;3;1;1;0;0;5;0;5
Municipal - 4212304;Municipal - Paulo Lopes;9;0;9;6;3;0;0;4;5;5;4
Municipal - 3122108;Municipal - Divino das Laranjeiras;4;0;4;1;3;0;0;0;4;0;4
Municipal - 2514107;Municipal - São João do Tigre;8;0;8;3;5;0;0;0;8;4;4
Municipal - 5215900;Municipal - Palminópolis;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3149606;Municipal - Pequi;2;0;2;2;0;0;0;1;1;1;1
Municipal - 2806503;Municipal - Santa Rosa de Lima;7;0;7;6;1;0;0;3;4;4;3
Municipal - 4101309;Municipal - Antônio Olinto;5;0;5;4;1;0;0;1;4;3;2
Municipal - 3163805;Municipal - São Miguel do Anta;4;0;4;4;0;0;0;0;4;0;4
Municipal - 2606309;Municipal - Granito;6;0;6;3;2;1;0;1;5;3;3
Municipal - 2406601;Municipal - Lagoa Salgada;10;0;10;9;1;0;0;4;6;5;5
Municipal - 3168051;Municipal - Taparuba;5;0;5;2;3;0;0;1;4;1;4
Municipal - 2502904;Municipal - Brejo dos Santos;9;0;9;6;3;0;0;0;9;2;7
Municipal - 4300455;Municipal - Alegria;2;0;2;2;0;0;0;0;2;1;1
Municipal - 2402105;Municipal - Campo Redondo;13;0;13;4;9;0;0;0;13;2;11
Municipal - 4302501;Municipal - Bossoroca;6;0;6;3;3;0;0;3;3;4;2
Municipal - 3155900;Municipal - Rio Preto;5;0;5;2;3;0;0;0;5;0;5
Municipal - 2502003;Municipal - Belém do Brejo do Cruz;9;0;9;2;7;0;0;0;9;1;8
Municipal - 2204501;Municipal - Guadalupe;8;0;8;8;0;0;0;2;6;6;2
Municipal - 4308052;Municipal - Faxinalzinho;2;0;2;2;0;0;0;1;1;1;1
Municipal - 2505279;Municipal - Curral de Cima;11;0;11;3;8;0;0;0;11;1;10
Municipal - 2611200;Municipal - Poção;13;0;13;5;8;0;0;2;11;4;9
Municipal - 2513653;Municipal - Joca Claudino;8;0;8;1;7;0;0;0;8;0;8
Municipal - 4128302;Municipal - Uniflor;2;0;2;2;0;0;0;1;1;1;1
Municipal - 2516409;Municipal - Tacima;14;0;14;2;12;0;0;0;14;0;14
Municipal - 4311601;Municipal - Liberato Salzano;5;0;5;2;3;0;0;1;4;3;2
Municipal - 4310900;Municipal - Jacutinga;3;0;3;2;1;0;0;1;2;1;2
Municipal - 2604155;Municipal - Casinhas;18;0;18;1;17;0;0;0;18;0;18
Municipal - 2210904;Municipal - Socorro do Piauí;6;0;6;4;0;2;0;0;6;3;3
Municipal - 2616506;Municipal - Xexéu;16;0;16;9;7;0;0;0;16;7;9
Municipal - 2411403;Municipal - Santana do Matos;13;0;13;2;9;2;0;1;12;5;8
Municipal - 4128633;Municipal - Doutor Ulysses;9;0;9;2;7;0;0;0;9;0;9
Municipal - 4125753;Municipal - São Pedro do Iguaçu;6;0;6;4;2;0;0;2;4;3;3
Municipal - 4322533;Municipal - Vale do Sol;8;0;8;8;0;0;0;4;4;7;1
Municipal - 2210656;Municipal - Sigefredo Pacheco;13;0;13;8;5;0;0;2;11;6;7
Municipal - 2612703;Municipal - Santa Maria do Cambucá;20;0;20;2;18;0;0;0;20;1;19
Municipal - 2202729;Municipal - Cocal dos Alves;11;0;11;2;9;0;0;0;11;0;11
Municipal - 2203230;Municipal - Currais;12;4;8;1;5;6;0;0;12;4;8
Municipal - 4320552;Municipal - Sertão Santana;4;0;4;1;3;0;0;0;4;0;4
Municipal - 2801900;Municipal - Cumbe;4;0;4;2;2;0;0;0;4;0;4
Municipal - 2403806;Municipal - Florânia;9;0;9;6;0;3;0;2;7;6;3
Municipal - 3166105;Municipal - Senhora do Porto;4;0;4;1;3;0;0;0;4;0;4
Municipal - 2210979;Municipal - Tanque do Piauí;7;0;7;2;5;0;0;1;6;4;3
Municipal - 2211605;Municipal - Vila Nova do Piauí;4;0;4;4;0;0;0;2;2;3;1
Municipal - 5200829;Municipal - Amaralina;5;0;5;2;1;2;0;1;4;2;3
Municipal - 4320453;Municipal - Sério;2;0;2;2;0;0;0;0;2;0;2
Municipal - 4322525;Municipal - Vale Verde;4;0;4;2;2;0;0;0;4;2;2
Municipal - 2406809;Municipal - Lajes Pintadas;10;0;10;6;4;0;0;0;10;1;9
Municipal - 3128501;Municipal - Guarará;2;0;2;2;0;0;0;0;2;1;1
Municipal - 2403509;Municipal - Espírito Santo;10;0;10;8;2;0;0;1;9;7;3
Municipal - 2403707;Municipal - Felipe Guerra;9;0;9;4;5;0;0;1;8;3;6
Municipal - 4310876;Municipal - Jacuizinho;6;0;6;1;5;0;0;0;6;1;5
Municipal - 2405009;Municipal - Jaçanã;5;0;5;5;0;0;0;2;3;4;1
Municipal - 2408607;Municipal - Paraná;7;0;7;3;4;0;0;0;7;2;5
Municipal - 4321832;Municipal - Três Forquilhas;4;0;4;1;3;0;0;0;4;0;4
Municipal - 5106190;Municipal - Nova Santa Helena;4;0;4;4;0;0;0;3;1;3;1
Municipal - 4304713;Municipal - Caraá;7;0;7;7;0;0;0;3;4;6;1
Municipal - 4103024;Municipal - Boa Esperança do Iguaçu;2;0;2;2;0;0;0;0;2;1;1
Municipal - 4322855;Municipal - Vespasiano Corrêa;2;0;2;1;1;0;0;0;2;0;2
Municipal - 2804102;Municipal - Moita Bonita;9;0;9;5;4;0;0;3;6;7;2
Municipal - 2912400;Municipal - Ibipeba;19;0;19;6;9;3;1;0;19;8;11
Municipal - 3122801;Municipal - Dom Viçoso;3;0;3;1;2;0;0;0;3;0;3
Municipal - 3114105;Municipal - Carmo de Minas;7;0;7;4;3;0;0;2;5;3;4
Municipal - 4104105;Municipal - Campo do Tenente;8;0;8;8;0;0;0;3;5;7;1
Municipal - 5205802;Municipal - Corumbá de Goiás;7;0;7;6;1;0;0;0;7;5;2
Municipal - 5207253;Municipal - Doverlândia;6;0;6;6;0;0;0;3;3;5;1
Municipal - 4308656;Municipal - Garruchos;3;0;3;3;0;0;0;0;3;1;2
Municipal - 3152709;Municipal - Prados;6;0;6;6;0;0;0;3;3;5;1
Municipal - 1100072;Municipal - Corumbiara;4;0;4;2;1;1;0;1;3;4;0
Municipal - 1100940;Municipal - Cujubim;6;0;6;6;0;0;0;1;5;5;1
Municipal - 1100379;Municipal - Alto Alegre dos Parecis;8;0;8;1;3;4;0;0;8;2;6
Municipal - 1101435;Municipal - Nova União;4;0;4;1;3;0;0;0;4;1;3
Municipal - 1101500;Municipal - Seringueiras;4;0;4;4;0;0;0;0;4;4;0
Municipal - 2207009;Municipal - Oeiras;28;0;28;21;3;4;0;7;21;28;0
Municipal - 1300086;Municipal - Anamã;22;0;22;1;0;21;0;0;22;1;21
Municipal - 2307205;Municipal - Jati;8;0;8;2;6;0;0;0;8;2;6
Municipal - 1300508;Municipal - Barreirinha;93;28;65;1;7;85;0;0;93;17;76
Municipal - 1718808;Municipal - Sampaio;2;0;2;1;1;0;0;0;2;1;1
Municipal - 1703842;Municipal - Campos Lindos;6;1;5;3;0;3;0;0;6;2;4
Municipal - 2203602;Municipal - Eliseu Martins;3;0;3;2;1;0;0;0;3;2;1
Municipal - 1501956;Municipal - Cachoeira do Piriá;46;7;39;3;0;43;0;0;46;8;38
Municipal - 1718899;Municipal - Santa Rita do Tocantins;4;0;4;1;2;1;0;0;4;1;3
Municipal - 1502509;Municipal - Chaves;97;41;56;1;0;90;6;0;97;1;96
Municipal - 1503101;Municipal - Gurupá;88;71;17;1;0;73;14;0;88;3;85
Municipal - 2401800;Municipal - Brejinho;8;0;8;8;0;0;0;1;7;6;2
Municipal - 1718881;Municipal - Santa Maria do Tocantins;1;0;1;1;0;0;0;0;1;1;0
Municipal - 2601052;Municipal - Araçoiaba;10;0;10;6;4;0;0;0;10;9;1
Municipal - 3120904;Municipal - Curvelo;24;0;24;17;3;4;0;4;20;17;7
Municipal - 2602407;Municipal - Brejão;16;0;16;3;13;0;0;1;15;3;13
Municipal - 2607109;Municipal - Ingazeira;9;0;9;1;8;0;0;0;9;2;7
Municipal - 2413508;Municipal - Serrinha;7;0;7;7;0;0;0;1;6;7;0
Municipal - 1701309;Municipal - Aragominas;4;0;4;2;1;1;0;0;4;2;2
Municipal - 1703867;Municipal - Cariri do Tocantins;2;0;2;1;1;0;0;0;2;2;0
Municipal - 1707306;Municipal - Dueré;3;0;3;3;0;0;0;2;1;3;0
Municipal - 1716653;Municipal - Pequizeiro;4;0;4;2;0;2;0;0;4;3;1
Municipal - 1718006;Municipal - Porto Alegre do Tocantins;3;0;3;2;1;0;0;1;2;2;1
Municipal - 2205953;Municipal - Marcolândia;8;0;8;5;0;3;0;1;7;8;0
Municipal - 2703809;Municipal - Joaquim Gomes;21;0;21;1;19;1;0;1;20;2;19
Municipal - 5219506;Municipal - Santa Rosa de Goiás;1;0;1;1;0;0;0;0;1;1;0
Municipal - 2403400;Municipal - Equador;4;0;4;4;0;0;0;2;2;4;0
Municipal - 2111722;Municipal - Satubinha;29;0;29;1;28;0;0;0;29;1;28
Municipal - 2206050;Municipal - Massapê do Piauí;10;0;10;2;8;0;0;1;9;2;8
Municipal - 2207355;Municipal - Pajeú do Piauí;4;0;4;4;0;0;0;1;3;4;0
Municipal - 2209500;Municipal - Santo Inácio do Piauí;2;0;2;1;0;1;0;0;2;1;1
Municipal - 2609204;Municipal - Maraial;13;0;13;2;11;0;0;0;13;2;11
Municipal - 2501005;Municipal - Araruna;25;0;25;6;19;0;0;0;25;6;19
Municipal - 2509503;Municipal - Montadas;6;0;6;4;2;0;0;1;5;4;2
Municipal - 2413706;Municipal - Sítio Novo;5;0;5;3;2;0;0;1;4;3;2
Municipal - 5006259;Municipal - Novo Horizonte do Sul;2;0;2;2;0;0;0;0;2;2;0
Municipal - 2802205;Municipal - Feira Nova;7;0;7;2;5;0;0;0;7;2;5
Municipal - 2900355;Municipal - Adustina;8;0;8;6;2;0;0;2;6;8;0
Municipal - 5218789;Municipal - Rio Quente;1;0;1;1;0;0;0;0;1;1;0
Municipal - 3111200;Municipal - Campo Belo;13;0;13;10;3;0;0;9;4;11;2
Municipal - 2909505;Municipal - Cravolândia;12;0;12;4;8;0;0;3;9;4;8
Municipal - 2914307;Municipal - Iramaia;14;0;14;4;8;2;0;0;14;2;12
Municipal - 5219902;Municipal - São Francisco de Goiás;1;0;1;1;0;0;0;0;1;1;0
Municipal - 2924900;Municipal - Planaltino;14;0;14;1;8;5;0;0;14;3;11
Municipal - 5209101;Municipal - Goiatuba;16;0;16;15;0;0;1;11;5;16;0
Municipal - 2932804;Municipal - Utinga;20;0;20;1;12;7;0;0;20;1;19
Municipal - 3110202;Municipal - Cajuri;4;0;4;2;2;0;0;0;4;3;1
Municipal - 3110301;Municipal - Caldas;8;0;8;7;1;0;0;4;4;8;0
Municipal - 3115706;Municipal - Central de Minas;1;0;1;1;0;0;0;0;1;1;0
Municipal - 3120508;Municipal - Cristina;7;0;7;5;2;0;0;2;5;5;2
Municipal - 4300646;Municipal - Ametista do Sul;5;0;5;3;2;0;0;2;3;3;2
Municipal - 5213707;Municipal - Montes Claros de Goiás;6;0;6;5;0;1;0;2;4;5;1
Municipal - 3135902;Municipal - Jesuânia;2;0;2;1;1;0;0;0;2;1;1
Municipal - 3140209;Municipal - Maripá de Minas;2;0;2;2;0;0;0;1;1;2;0
Municipal - 3145505;Municipal - Olímpio Noronha;1;0;1;1;0;0;0;0;1;1;0
Municipal - 3147709;Municipal - Passa Tempo;3;0;3;2;1;0;0;0;3;2;1
Municipal - 3148202;Municipal - Patrocínio do Muriaé;2;0;2;1;1;0;0;1;1;2;0
Municipal - 5208509;Municipal - Goiandira;1;0;1;1;0;0;0;0;1;1;0
Municipal - 3160454;Municipal - Santo Antônio do Retiro;4;0;4;3;0;1;0;0;4;3;1
Municipal - 3160900;Municipal - São Brás do Suaçuí;2;0;2;2;0;0;0;1;1;2;0
Municipal - 3161403;Municipal - São Francisco do Glória;1;0;1;1;0;0;0;0;1;1;0
Municipal - 3171105;Municipal - Veríssimo;2;0;2;2;0;0;0;1;1;2;0
Municipal - 5103437;Municipal - Curvelândia;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4119251;Municipal - Pinhal de São Bento;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4106506;Municipal - Coronel Vivida;15;0;15;13;2;0;0;7;8;15;0
Municipal - 4103222;Municipal - Bom Sucesso do Sul;2;0;2;2;0;0;0;0;2;2;0
Municipal - 5204250;Municipal - Cachoeira Dourada;4;0;4;4;0;0;0;1;3;4;0
Municipal - 4121604;Municipal - Renascença;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4310405;Municipal - Independência;2;0;2;1;1;0;0;0;2;2;0
Municipal - 4300851;Municipal - Arambaré;3;0;3;3;0;0;0;2;1;3;0
Municipal - 5215603;Municipal - Padre Bernardo;21;0;21;17;2;2;0;8;13;20;1
Municipal - 5220405;Municipal - São Simão;8;0;8;8;0;0;0;5;3;8;0
Municipal - 4322251;Municipal - Tupandi;5;0;5;4;1;0;0;2;3;5;0
Municipal - 4102307;Municipal - Balsa Nova;14;0;14;14;0;0;0;12;2;14;0
Municipal - 3541703;Municipal - Quatá;6;0;6;6;0;0;0;4;2;5;1
Municipal - 4217402;Municipal - Schroeder;19;0;19;19;0;0;0;15;4;19;0
Municipal - 4319372;Municipal - São Pedro do Butiá;2;0;2;2;0;0;0;1;1;2;0
Municipal - 5220603;Municipal - Silvânia;10;0;10;10;0;0;0;5;5;10;0
Municipal - 5205455;Municipal - Cezarina;3;0;3;3;0;0;0;1;2;3;0
Municipal - 4109906;Municipal - Icaraíma;6;0;6;6;0;0;0;4;2;6;0
Municipal - 4320677;Municipal - Sinimbu;8;0;8;8;0;0;0;6;2;8;0
Municipal - 5106000;Municipal - Nortelândia;2;0;2;2;0;0;0;1;1;2;0
Municipal - 5215256;Municipal - Novo Planalto;2;0;2;1;0;1;0;0;2;1;1
Municipal - 4120309;Municipal - Porto Vitória;5;0;5;4;1;0;0;3;2;5;0
Municipal - 4121257;Municipal - Ramilândia;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4207601;Municipal - Ipira;5;0;5;4;1;0;0;3;2;4;1
Municipal - 4304671;Municipal - Capivari do Sul;3;0;3;2;0;0;1;2;1;3;0
Municipal - 5101001;Municipal - Araguaiana;3;0;3;2;0;1;0;0;3;2;1
Municipal - 5103601;Municipal - Dom Aquino;2;0;2;2;0;0;0;0;2;2;0
Municipal - 4300034;Municipal - Aceguá;3;0;3;2;1;0;0;0;3;3;0
Municipal - 5214101;Municipal - Mutunópolis;2;0;2;1;0;1;0;0;2;1;1
Municipal - 4306205;Municipal - Cruzeiro do Sul;12;0;12;11;1;0;0;10;2;12;0
Municipal - 4308078;Municipal - Fazenda Vilanova;5;0;5;5;0;0;0;3;2;5;0
Municipal - 4313953;Municipal - Pantano Grande;6;0;6;6;0;0;0;2;4;6;0
Municipal - 4322327;Municipal - Turuçu;2;0;2;1;1;0;0;0;2;2;0
Municipal - 5107404;Municipal - São Pedro da Cipa;2;0;2;2;0;0;0;1;1;2;0
Municipal - 5007976;Municipal - Taquarussu;2;0;2;1;1;0;0;0;2;1;1
Municipal - 5212956;Municipal - Matrinchã;2;0;2;2;0;0;0;0;2;2;0
Municipal - 5214879;Municipal - Nova Iguaçu de Goiás;2;0;2;2;0;0;0;1;1;2;0
Municipal - 2201002;Municipal - Arraial;7;0;7;3;4;0;0;1;6;4;3
Municipal - 3167905;Municipal - Tabuleiro;1;0;1;1;0;0;0;0;1;1;0
Municipal - 1506401;Municipal - Santa Cruz do Arari;19;7;12;1;0;18;0;0;19;3;16
Municipal - 2404002;Municipal - Frutuoso Gomes;7;0;7;1;6;0;0;0;7;1;6
Municipal - 2510006;Municipal - Nazarezinho;9;0;9;1;8;0;0;0;9;1;8
Municipal - 5217203;Municipal - Piranhas;4;0;4;4;0;0;0;2;2;4;0
Municipal - 4307401;Municipal - Esmeralda;2;0;2;1;1;0;0;0;2;1;1
Municipal - 3514924;Municipal - Elisiário;2;0;2;1;1;0;0;0;2;1;1
Municipal - 2209104;Municipal - Santa Cruz do Piauí;3;0;3;3;0;0;0;0;3;3;0
Municipal - 3121803;Municipal - Dionísio;1;0;1;1;0;0;0;0;1;1;0
Municipal - 1716307;Municipal - Pau D'Arco;4;0;4;1;2;1;0;0;4;3;1
Municipal - 3138500;Municipal - Liberdade;1;0;1;1;0;0;0;0;1;1;0
Municipal - 2102200;Municipal - Buriti;63;0;63;3;55;5;0;2;61;3;60
Municipal - 4103008;Municipal - Boa Esperança;5;0;5;3;2;0;0;2;3;4;1
Municipal - 2203750;Municipal - Fartura do Piauí;8;0;8;4;4;0;0;1;7;5;3
Municipal - 4313607;Municipal - Paim Filho;2;0;2;2;0;0;0;1;1;2;0
Municipal - 2103174;Municipal - Centro Novo do Maranhão;42;1;41;1;0;41;0;0;42;4;38
Municipal - 4115853;Municipal - Mercedes;5;0;5;5;0;0;0;4;1;5;0
Municipal - 4305587;Municipal - Colinas;2;0;2;2;0;0;0;1;1;2;0
Municipal - 2204659;Municipal - Ilha Grande;8;0;8;3;5;0;0;0;8;2;6
Municipal - 2105922;Municipal - Lagoa do Mato;13;0;13;2;2;9;0;0;13;4;9
Municipal - 2105476;Municipal - Jenipapo dos Vieiras;32;0;32;3;23;6;0;2;30;6;26
Municipal - 3119708;Municipal - Coronel Xavier Chaves;1;0;1;1;0;0;0;0;1;1;0
Municipal - 2200251;Municipal - Alagoinha do Piauí;5;0;5;1;2;2;0;0;5;2;3
Municipal - 2106003;Municipal - Lima Campos;26;0;26;2;24;0;0;0;26;1;25
Municipal - 4126652;Municipal - Sulina;1;0;1;1;0;0;0;0;1;1;0
Municipal - 2605509;Municipal - Ferreiros;7;0;7;5;2;0;0;2;5;6;1
Municipal - 2106706;Municipal - Mirador;32;0;32;1;13;18;0;0;32;1;31
Municipal - 1505007;Municipal - Nova Timboteua;23;2;21;10;12;0;1;5;18;10;13
Municipal - 2207959;Municipal - Nova Santa Rita;3;0;3;1;0;2;0;0;3;1;2
Municipal - 5108352;Municipal - Vale de São Domingos;3;0;3;3;0;0;0;1;2;3;0
Municipal - 3114808;Municipal - Carvalhos;5;0;5;1;4;0;0;0;5;3;2
Municipal - 2413805;Municipal - Taboleiro Grande;2;0;2;2;0;0;0;0;2;1;1
Municipal - 4116109;Municipal - Moreira Sales;10;0;10;10;0;0;0;9;1;10;0
Municipal - 4123824;Municipal - Santa Lúcia;3;0;3;2;1;0;0;0;3;1;2
Municipal - 3129400;Municipal - Ibertioga;2;0;2;2;0;0;0;1;1;2;0
Municipal - 2402402;Municipal - Carnaúba dos Dantas;6;0;6;5;1;0;0;2;4;5;1
Municipal - 2407906;Municipal - Monte das Gameleiras;8;0;8;4;4;0;0;3;5;4;4
Municipal - 3515129;Municipal - Emilianópolis;2;0;2;2;0;0;0;1;1;2;0
Municipal - 2409605;Municipal - Pedra Preta;6;0;6;1;5;0;0;0;6;1;5
Municipal - 2502607;Municipal - Igaracy;8;0;8;1;7;0;0;0;8;1;7
Municipal - 5216908;Municipal - Pilar de Goiás;2;0;2;1;1;0;0;0;2;2;0
Municipal - 2906402;Municipal - Candeal;8;0;8;1;7;0;0;0;8;1;7
Municipal - 3167509;Municipal - Simão Pereira;2;0;2;2;0;0;0;1;1;2;0
Municipal - 4310850;Municipal - Jaboticaba;3;0;3;3;0;0;0;1;2;3;0
Municipal - 3123304;Municipal - Dores do Turvo;3;0;3;1;2;0;0;0;3;3;0
Municipal - 3137536;Municipal - Lagoa Grande;5;0;5;2;3;0;0;0;5;3;2
Municipal - 4121901;Municipal - Ribeirão do Pinhal;9;0;9;9;0;0;0;8;1;9;0
Municipal - 3127503;Municipal - Gonzaga;5;0;5;3;2;0;0;2;3;3;2
Municipal - 2510204;Municipal - Nova Olinda;9;0;9;2;7;0;0;1;8;2;7
Municipal - 4322905;Municipal - Viadutos;2;0;2;2;0;0;0;1;1;2;0
Municipal - 5219357;Municipal - Santa Isabel;2;0;2;2;0;0;0;1;1;2;0
Municipal - 3127073;Municipal - Fruta de Leite;4;0;4;1;3;0;0;0;4;1;3
Municipal - 2410009;Municipal - Pilões;3;0;3;2;1;0;0;1;2;2;1
Municipal - 4310413;Municipal - Inhacorá;2;0;2;1;1;0;0;0;2;2;0
Municipal - 3163904;Municipal - São Pedro da União;3;0;3;1;2;0;0;0;3;1;2
Municipal - 4304002;Municipal - Campo Novo;3;0;3;3;0;0;0;2;1;3;0
Municipal - 2207306;Municipal - Paes Landim;4;0;4;1;0;3;0;0;4;1;3
Municipal - 1700251;Municipal - Abreulândia;4;0;4;1;2;1;0;0;4;2;2
