"uf","municipios","esfera","status"
SC,Alfredo Wagner,Municipal,Não iniciado
SC,Alto Bela Vista,Municipal,Não iniciado
SC,Anchieta,Municipal,Não iniciado
SC,Angelina,Municipal,Não iniciado
SC,Anita Garibaldi,Municipal,Não iniciado
SC,Anitápolis,Municipal,Não iniciado
SC,Antônio Carlos,Municipal,Não iniciado
SC,Apiúna,Municipal,Não iniciado
SC,Arabutã,Municipal,Não iniciado
SC,Araquari,Municipal,Não iniciado
SC,Araranguá,Municipal,Não iniciado
SC,Armazém,Municipal,Não iniciado
SC,Arroio Trinta,Municipal,Não iniciado
SC,Arvoredo,Municipal,Não iniciado
SC,Ascurra,Municipal,Não iniciado
SC,Atalanta,Municipal,Não iniciado
SC,Aurora,Municipal,Não iniciado
SC,Balneário Arroio do Silva,Municipal,Não iniciado
SC,Balneário Barra do Sul,Municipal,Não iniciado
SC,Balneário Camboriú,Municipal,Não iniciado
SC,Balneário Gaivota,Municipal,Não iniciado
SC,Balneário Piçarras,Municipal,Não iniciado
SC,Balneário Rincão,Municipal,Não iniciado
SC,Bandeirante,Municipal,Não iniciado
SC,Barra Bonita,Municipal,Não iniciado
SC,Barra Velha,Municipal,Não iniciado
SC,Bela Vista do Toldo,Municipal,Não iniciado
SC,Belmonte,Municipal,Não iniciado
SC,Benedito Novo,Municipal,Não iniciado
SC,Biguaçu,Municipal,Não iniciado
SC,Blumenau,Municipal,Não iniciado
SC,Bocaina do Sul,Municipal,Não iniciado
SC,Bombinhas,Municipal,Não iniciado
SC,Bom Jardim da Serra,Municipal,Não iniciado
SC,Bom Jesus,Municipal,Não iniciado
SC,Bom Jesus do Oeste,Municipal,Não iniciado
SC,Bom Retiro,Municipal,Não iniciado
SC,Botuverá,Municipal,Não iniciado
SC,Braço do Norte,Municipal,Não iniciado
SC,Braço do Trombudo,Municipal,Não iniciado
SC,Brunópolis,Municipal,Não iniciado
SC,Brusque,Municipal,Não iniciado
SC,Caçador,Municipal,Não iniciado
SC,Caibi,Municipal,Não iniciado
SC,Calmon,Municipal,Não iniciado
SC,Camboriú,Municipal,Não iniciado
SC,Campo Alegre,Municipal,Não iniciado
SC,Campo Belo do Sul,Municipal,Não iniciado
SC,Campo Erê,Municipal,Não iniciado
SC,Campos Novos,Municipal,Não iniciado
SC,Canelinha,Municipal,Não iniciado
SC,Canoinhas,Municipal,Não iniciado
SC,Capão Alto,Municipal,Não iniciado
SC,Capinzal,Municipal,Não iniciado
SC,Capivari de Baixo,Municipal,Não iniciado
SC,Catanduvas,Municipal,Não iniciado
SC,Caxambu do Sul,Municipal,Não iniciado
SC,Celso Ramos,Municipal,Não iniciado
SC,Cerro Negro,Municipal,Não iniciado
SC,Chapadão do Lageado,Municipal,Não iniciado
SC,Chapecó,Municipal,Não iniciado
SC,Cocal do Sul,Municipal,Não iniciado
SC,Concórdia,Municipal,Não iniciado
SC,Cordilheira Alta,Municipal,Não iniciado
SC,Coronel Freitas,Municipal,Não iniciado
SC,Coronel Martins,Municipal,Não iniciado
SC,Correia Pinto,Municipal,Não iniciado
SC,Corupá,Municipal,Não iniciado
SC,Criciúma,Municipal,Não iniciado
SC,Cunha Porã,Municipal,Não iniciado
SC,Cunhataí,Municipal,Não iniciado
SC,Curitibanos,Municipal,Não iniciado
SC,Descanso,Municipal,Não iniciado
SC,Dionísio Cerqueira,Municipal,Não iniciado
SC,Dona Emma,Municipal,Não iniciado
SC,Doutor Pedrinho,Municipal,Não iniciado
SC,Entre Rios,Municipal,Não iniciado
SC,Ermo,Municipal,Não iniciado
SC,Erval Velho,Municipal,Não iniciado
SC,Faxinal dos Guedes,Municipal,Não iniciado
SC,Flor do Sertão,Municipal,Não iniciado
SC,Florianópolis,Municipal,Não iniciado
SC,Formosa do Sul,Municipal,Não iniciado
SC,Forquilhinha,Municipal,Não iniciado
SC,Fraiburgo,Municipal,Não iniciado
SC,Frei Rogério,Municipal,Não iniciado
SC,Galvão,Municipal,Não iniciado
SC,Garopaba,Municipal,Não iniciado
SC,Garuva,Municipal,Não iniciado
SC,Gaspar,Municipal,Não iniciado
SC,Governador Celso Ramos,Municipal,Não iniciado
SC,Grão Pará,Municipal,Não iniciado
SC,Gravatal,Municipal,Não iniciado
SC,Guabiruba,Municipal,Não iniciado
SC,Guaraciaba,Municipal,Não iniciado
SC,Guaramirim,Municipal,Não iniciado
SC,Guarujá do Sul,Municipal,Não iniciado
SC,Guatambú,Municipal,Não iniciado
SC,Herval d'Oeste,Municipal,Não iniciado
SC,Ibiam,Municipal,Não iniciado
SC,Ibicaré,Municipal,Não iniciado
SC,Ibirama,Municipal,Não iniciado
SC,Içara,Municipal,Não iniciado
SC,Ilhota,Municipal,Não iniciado
SC,Imaruí,Municipal,Não iniciado
SC,Imbituba,Municipal,Não iniciado
SC,Imbuia,Municipal,Não iniciado
SC,Indaial,Municipal,Não iniciado
SC,Iomerê,Municipal,Não iniciado
SC,Ipira,Municipal,Não iniciado
SC,Iporã do Oeste,Municipal,Não iniciado
SC,Ipuaçu,Municipal,Não iniciado
SC,Ipumirim,Municipal,Não iniciado
SC,Iraceminha,Municipal,Não iniciado
SC,Irani,Municipal,Não iniciado
SC,Irati,Municipal,Não iniciado
SC,Irineópolis,Municipal,Não iniciado
SC,Itá,Municipal,Não iniciado
SC,Itaiópolis,Municipal,Não iniciado
SC,Itajaí,Municipal,Não iniciado
SC,Itapema,Municipal,Não iniciado
SC,Itapiranga,Municipal,Não iniciado
SC,Itapoá,Municipal,Não iniciado
SC,Ituporanga,Municipal,Não iniciado
SC,Jaborá,Municipal,Não iniciado
SC,Jacinto Machado,Municipal,Não iniciado
SC,Jaguaruna,Municipal,Não iniciado
SC,Jaraguá do Sul,Municipal,Não iniciado
SC,Jardinópolis,Municipal,Não iniciado
SC,Joaçaba,Municipal,Não iniciado
SC,Joinville,Municipal,Não iniciado
SC,José Boiteux,Municipal,Não iniciado
SC,Jupiá,Municipal,Não iniciado
SC,Lacerdópolis,Municipal,Não iniciado
SC,Lages,Municipal,Não iniciado
SC,Laguna,Municipal,Não iniciado
SC,Lajeado Grande,Municipal,Não iniciado
SC,Laurentino,Municipal,Não iniciado
SC,Lauro Muller,Municipal,Não iniciado
SC,Lebon Régis,Municipal,Não iniciado
SC,Leoberto Leal,Municipal,Não iniciado
SC,Lindóia do Sul,Municipal,Não iniciado
SC,Lontras,Municipal,Não iniciado
SC,Luiz Alves,Municipal,Não iniciado
SC,Luzerna,Municipal,Não iniciado
SC,Macieira,Municipal,Não iniciado
SC,Mafra,Municipal,Não iniciado
SC,Major Gercino,Municipal,Não iniciado
SC,Major Vieira,Municipal,Não iniciado
SC,Maracajá,Municipal,Não iniciado
SC,Maravilha,Municipal,Não iniciado
SC,Marema,Municipal,Não iniciado
SC,Massaranduba,Municipal,Não iniciado
SC,Matos Costa,Municipal,Não iniciado
SC,Meleiro,Municipal,Não iniciado
SC,Mirim Doce,Municipal,Não iniciado
SC,Modelo,Municipal,Não iniciado
SC,Mondaí,Municipal,Não iniciado
SC,Monte Carlo,Municipal,Não iniciado
SC,Monte Castelo,Municipal,Não iniciado
SC,Morro da Fumaça,Municipal,Não iniciado
SC,Morro Grande,Municipal,Não iniciado
SC,Navegantes,Municipal,Não iniciado
SC,Nova Erechim,Municipal,Não iniciado
SC,Nova Itaberaba,Municipal,Não iniciado
SC,Nova Trento,Municipal,Não iniciado
SC,Nova Veneza,Municipal,Não iniciado
SC,Novo Horizonte,Municipal,Não iniciado
SC,Orleans,Municipal,Não iniciado
SC,Otacílio Costa,Municipal,Não iniciado
SC,Ouro,Municipal,Não iniciado
SC,Ouro Verde,Municipal,Não iniciado
SC,Paial,Municipal,Não iniciado
SC,Painel,Municipal,Não iniciado
SC,Palhoça,Municipal,Não iniciado
SC,Palma Sola,Municipal,Não iniciado
SC,Palmeira,Municipal,Não iniciado
SC,Palmitos,Municipal,Não iniciado
SC,Papanduva,Municipal,Não iniciado
SC,Paraíso,Municipal,Não iniciado
SC,Passo de Torres,Municipal,Não iniciado
SC,Passos Maia,Municipal,Não iniciado
SC,Paulo Lopes,Municipal,Não iniciado
SC,Pedras Grandes,Municipal,Não iniciado
SC,Penha,Municipal,Não iniciado
SC,Peritiba,Municipal,Não iniciado
SC,Pescaria Brava,Municipal,Não iniciado
SC,Petrolândia,Municipal,Não iniciado
SC,Pinhalzinho,Municipal,Não iniciado
SC,Pinheiro Preto,Municipal,Não iniciado
SC,Piratuba,Municipal,Não iniciado
SC,Planalto Alegre,Municipal,Não iniciado
SC,Pomerode,Municipal,Não iniciado
SC,Ponte Alta,Municipal,Não iniciado
SC,Ponte Alta do Norte,Municipal,Não iniciado
SC,Ponte Serrada,Municipal,Não iniciado
SC,Porto Belo,Municipal,Não iniciado
SC,Porto União,Municipal,Não iniciado
SC,Pouso Redondo,Municipal,Não iniciado
SC,Praia Grande,Municipal,Não iniciado
SC,Presidente Castello Branco,Municipal,Não iniciado
SC,Presidente Getúlio,Municipal,Não iniciado
SC,Presidente Nereu,Municipal,Não iniciado
SC,Princesa,Municipal,Não iniciado
SC,Quilombo,Municipal,Não iniciado
SC,Rancho Queimado,Municipal,Não iniciado
SC,Rio das Antas,Municipal,Não iniciado
SC,Rio do Campo,Municipal,Não iniciado
SC,Rio do Oeste,Municipal,Não iniciado
SC,Rio dos Cedros,Municipal,Não iniciado
SC,Rio do Sul,Municipal,Não iniciado
SC,Rio Fortuna,Municipal,Não iniciado
SC,Rio Negrinho,Municipal,Não iniciado
SC,Rio Rufino,Municipal,Não iniciado
SC,Riqueza,Municipal,Não iniciado
SC,Rodeio,Municipal,Não iniciado
SC,Romelândia,Municipal,Não iniciado
SC,Salete,Municipal,Não iniciado
SC,Saltinho,Municipal,Não iniciado
SC,Salto Veloso,Municipal,Não iniciado
SC,Sangão,Municipal,Não iniciado
SC,Santa Cecília,Municipal,Não iniciado
SC,Santa Helena,Municipal,Não iniciado
SC,Santa Rosa de Lima,Municipal,Não iniciado
SC,Santa Rosa do Sul,Municipal,Não iniciado
SC,Santa Terezinha,Municipal,Não iniciado
SC,Santa Terezinha do Progresso,Municipal,Não iniciado
SC,Santiago do Sul,Municipal,Não iniciado
SC,Santo Amaro da Imperatriz,Municipal,Não iniciado
SC,São Bento do Sul,Municipal,Não iniciado
SC,São Bernardino,Municipal,Não iniciado
SC,São Bonifácio,Municipal,Não iniciado
SC,São Carlos,Municipal,Não iniciado
SC,São Cristovão do Sul,Municipal,Não iniciado
SC,São Domingos,Municipal,Não iniciado
SC,São Francisco do Sul,Municipal,Não iniciado
SC,São João Batista,Municipal,Não iniciado
SC,São João do Itaperiú,Municipal,Não iniciado
SC,São João do Oeste,Municipal,Não iniciado
SC,São João do Sul,Municipal,Não iniciado
SC,São Joaquim,Municipal,Não iniciado
SC,São José,Municipal,Não iniciado
SC,São José do Cedro,Municipal,Não iniciado
SC,São José do Cerrito,Municipal,Não iniciado
SC,São Lourenço do Oeste,Municipal,Não iniciado
SC,São Ludgero,Municipal,Não iniciado
SC,São Martinho,Municipal,Não iniciado
SC,São Miguel da Boa Vista,Municipal,Não iniciado
SC,São Miguel do Oeste,Municipal,Não iniciado
SC,São Pedro de Alcântara,Municipal,Não iniciado
SC,Saudades,Municipal,Não iniciado
SC,Schroeder,Municipal,Não iniciado
SC,Seara,Municipal,Não iniciado
SC,Serra Alta,Municipal,Não iniciado
SC,Siderópolis,Municipal,Não iniciado
SC,Sombrio,Municipal,Não iniciado
SC,Sul Brasil,Municipal,Não iniciado
SC,Taió,Municipal,Não iniciado
SC,Tangará,Municipal,Não iniciado
SC,Tigrinhos,Municipal,Não iniciado
SC,Tijucas,Municipal,Não iniciado
SC,Timbé do Sul,Municipal,Não iniciado
SC,Timbó,Municipal,Não iniciado
SC,Timbó Grande,Municipal,Não iniciado
SC,Três Barras,Municipal,Não iniciado
SC,Treviso,Municipal,Não iniciado
SC,Treze de Maio,Municipal,Não iniciado
SC,Treze Tílias,Municipal,Não iniciado
SC,Trombudo Central,Municipal,Não iniciado
SC,Tubarão,Municipal,Não iniciado
SC,Tunápolis,Municipal,Não iniciado
SC,Turvo,Municipal,Não iniciado
SC,União do Oeste,Municipal,Não iniciado
SC,Urubici,Municipal,Não iniciado
SC,Urupema,Municipal,Não iniciado
SC,Urussanga,Municipal,Não iniciado
SC,Vargeão,Municipal,Não iniciado
SC,Vargem,Municipal,Não iniciado
SC,Vargem Bonita,Municipal,Não iniciado
SC,Vidal Ramos,Municipal,Não iniciado
SC,Videira,Municipal,Não iniciado
SC,Vitor Meireles,Municipal,Não iniciado
SC,Witmarsum,Municipal,Não iniciado
SC,Xanxerê,Municipal,Não iniciado
SC,Xavantina,Municipal,Não iniciado
SC,Xaxim,Municipal,Não iniciado
SC,Zortéa,Municipal,Não iniciado
SE,-,Estatual,Não iniciado
SE,Amparo de São Francisco,Municipal,Não iniciado
SE,Aquidabã,Municipal,Não iniciado
SE,Aracaju,Municipal,Não iniciado
SE,Arauá,Municipal,Não iniciado
SE,Areia Branca,Municipal,Não iniciado
SE,Barra dos Coqueiros,Municipal,Não iniciado
SE,Boquim,Municipal,Não iniciado
SE,Brejo Grande,Municipal,Não iniciado
SE,Campo do Brito,Municipal,Não iniciado
SE,Canhoba,Municipal,Não iniciado
SE,Canindé de São Francisco,Municipal,Não iniciado
SE,Capela,Municipal,Não iniciado
SE,Carira,Municipal,Não iniciado
SE,Carmópolis,Municipal,Não iniciado
SE,Cedro de São João,Municipal,Não iniciado
SE,Cristinápolis,Municipal,Não iniciado
SE,Cumbe,Municipal,Não iniciado
SE,Divina Pastora,Municipal,Não iniciado
SE,Estância,Municipal,Não iniciado
SE,Feira Nova,Municipal,Não iniciado
SE,Frei Paulo,Municipal,Não iniciado
SE,Gararu,Municipal,Não iniciado
SE,General Maynard,Municipal,Não iniciado
SE,Gracho Cardoso,Municipal,Não iniciado
SE,Ilha das Flores,Municipal,Não iniciado
SE,Indiaroba,Municipal,Não iniciado
SE,Itabaiana,Municipal,Não iniciado
SE,Itabaianinha,Municipal,Não iniciado
SE,Itabi,Municipal,Não iniciado
SE,Itaporanga d'Ajuda,Municipal,Não iniciado
SE,Japaratuba,Municipal,Não iniciado
SE,Japoatã,Municipal,Não iniciado
SE,Lagarto,Municipal,Não iniciado
SE,Laranjeiras,Municipal,Não iniciado
SE,Macambira,Municipal,Não iniciado
SE,Malhada dos Bois,Municipal,Não iniciado
SE,Malhador,Municipal,Não iniciado
SE,Maruim,Municipal,Não iniciado
SE,Moita Bonita,Municipal,Não iniciado
SE,Monte Alegre de Sergipe,Municipal,Não iniciado
SE,Muribeca,Municipal,Não iniciado
SE,Neópolis,Municipal,Não iniciado
SE,Nossa Senhora Aparecida,Municipal,Não iniciado
SE,Nossa Senhora da Glória,Municipal,Não iniciado
SE,Nossa Senhora das Dores,Municipal,Não iniciado
SE,Nossa Senhora de Lourdes,Municipal,Não iniciado
SE,Nossa Senhora do Socorro,Municipal,Não iniciado
SE,Pacatuba,Municipal,Não iniciado
SE,Pedra Mole,Municipal,Não iniciado
SE,Pedrinhas,Municipal,Não iniciado
SE,Pinhão,Municipal,Não iniciado
SE,Pirambu,Municipal,Não iniciado
SE,Poço Redondo,Municipal,Não iniciado
SE,Poço Verde,Municipal,Não iniciado
SE,Porto da Folha,Municipal,Não iniciado
SE,Propriá,Municipal,Não iniciado
SE,Riachão do Dantas,Municipal,Não iniciado
SE,Riachuelo,Municipal,Não iniciado
SE,Ribeirópolis,Municipal,Não iniciado
SE,Rosário do Catete,Municipal,Não iniciado
SE,Salgado,Municipal,Não iniciado
SE,Santa Luzia do Itanhy,Municipal,Não iniciado
SE,Santana do São Francisco,Municipal,Não iniciado
SE,Santa Rosa de Lima,Municipal,Não iniciado
SE,Santo Amaro das Brotas,Municipal,Não iniciado
SE,São Cristóvão,Municipal,Não iniciado
SE,São Domingos,Municipal,Não iniciado
SE,São Francisco,Municipal,Não iniciado
SE,São Miguel do Aleixo,Municipal,Não iniciado
SE,Simão Dias,Municipal,Não iniciado
SE,Siriri,Municipal,Não iniciado
SE,Telha,Municipal,Não iniciado
SE,Tobias Barreto,Municipal,Não iniciado
SE,Tomar do Geru,Municipal,Não iniciado
SE,Umbaúba,Municipal,Não iniciado
SP,-,Estatual,Não iniciado
SP,Adamantina,Municipal,Não iniciado
SP,Adolfo,Municipal,Não iniciado
SP,Aguaí,Municipal,Não iniciado
SP,Águas da Prata,Municipal,Não iniciado
SP,Águas de Lindóia,Municipal,Não iniciado
SP,Águas de Santa Bárbara,Municipal,Não iniciado
SP,Águas de São Pedro,Municipal,Não iniciado
SP,Agudos,Municipal,Não iniciado
SP,Alambari,Municipal,Não iniciado
SP,Alfredo Marcondes,Municipal,Não iniciado
SP,Altair,Municipal,Não iniciado
SP,Altinópolis,Municipal,Não iniciado
SP,Alto Alegre,Municipal,Não iniciado
SP,Alumínio,Municipal,Não iniciado
SP,Álvares Florence,Municipal,Não iniciado
SP,Álvares Machado,Municipal,Não iniciado
SP,Álvaro de Carvalho,Municipal,Não iniciado
SP,Alvinlândia,Municipal,Não iniciado
SP,Americana,Municipal,Não iniciado
SP,Américo Brasiliense,Municipal,Não iniciado
SP,Américo de Campos,Municipal,Não iniciado
SP,Amparo,Municipal,Não iniciado
SP,Analândia,Municipal,Não iniciado
SP,Andradina,Municipal,Não iniciado
SP,Angatuba,Municipal,Não iniciado
SP,Anhembi,Municipal,Não iniciado
SP,Anhumas,Municipal,Não iniciado
SP,Aparecida,Municipal,Não iniciado
SP,Aparecida d'Oeste,Municipal,Não iniciado
SP,Apiaí,Municipal,Não iniciado
SP,Araçariguama,Municipal,Não iniciado
SP,Araçatuba,Municipal,Não iniciado
SP,Araçoiaba da Serra,Municipal,Não iniciado
SP,Aramina,Municipal,Não iniciado
SP,Arandu,Municipal,Não iniciado
SP,Arapeí,Municipal,Não iniciado
SP,Araraquara,Municipal,Não iniciado
SP,Araras,Municipal,Não iniciado
SP,Arco-Íris,Municipal,Não iniciado
SP,Arealva,Municipal,Não iniciado
SP,Areias,Municipal,Não iniciado
SP,Areiópolis,Municipal,Não iniciado
SP,Ariranha,Municipal,Não iniciado
SP,Artur Nogueira,Municipal,Não iniciado
SP,Arujá,Municipal,Não iniciado
SP,Aspásia,Municipal,Não iniciado
SP,Assis,Municipal,Não iniciado
SP,Atibaia,Municipal,Não iniciado
SP,Auriflama,Municipal,Não iniciado
SP,Avaí,Municipal,Não iniciado
SP,Avanhandava,Municipal,Não iniciado
SP,Avaré,Municipal,Não iniciado
SP,Bady Bassitt,Municipal,Não iniciado
SP,Balbinos,Municipal,Não iniciado
SP,Bálsamo,Municipal,Não iniciado
SP,Bananal,Municipal,Não iniciado
SP,Barão de Antonina,Municipal,Não iniciado
SP,Barbosa,Municipal,Não iniciado
SP,Bariri,Municipal,Não iniciado
SP,Barra Bonita,Municipal,Não iniciado
SP,Barra do Chapéu,Municipal,Não iniciado
SP,Barra do Turvo,Municipal,Não iniciado
SP,Barretos,Municipal,Não iniciado
SP,Barrinha,Municipal,Não iniciado
SP,Barueri,Municipal,Não iniciado
SP,Bastos,Municipal,Não iniciado
SP,Batatais,Municipal,Não iniciado
SP,Bauru,Municipal,Não iniciado
SP,Bebedouro,Municipal,Não iniciado
SP,Bento de Abreu,Municipal,Não iniciado
SP,Bernardino de Campos,Municipal,Não iniciado
SP,Bertioga,Municipal,Não iniciado
SP,Bilac,Municipal,Não iniciado
SP,Birigui,Municipal,Não iniciado
SP,Biritiba-Mirim,Municipal,Não iniciado
SP,Boa Esperança do Sul,Municipal,Não iniciado
SP,Bocaina,Municipal,Não iniciado
SP,Bofete,Municipal,Não iniciado
SP,Boituva,Municipal,Não iniciado
SP,Bom Jesus dos Perdões,Municipal,Não iniciado
SP,Bom Sucesso de Itararé,Municipal,Não iniciado
SP,Borá,Municipal,Não iniciado
SP,Boracéia,Municipal,Não iniciado
SP,Borborema,Municipal,Não iniciado
SP,Borebi,Municipal,Não iniciado
SP,Botucatu,Municipal,Não iniciado
SP,Bragança Paulista,Municipal,Não iniciado
SP,Braúna,Municipal,Não iniciado
SP,Brejo Alegre,Municipal,Não iniciado
SP,Brodowski,Municipal,Não iniciado
SP,Brotas,Municipal,Não iniciado
SP,Buri,Municipal,Não iniciado
SP,Buritama,Municipal,Não iniciado
SP,Buritizal,Municipal,Não iniciado
SP,Cabrália Paulista,Municipal,Não iniciado
SP,Cabreúva,Municipal,Não iniciado
SP,Caçapava,Municipal,Não iniciado
SP,Cachoeira Paulista,Municipal,Não iniciado
SP,Caconde,Municipal,Não iniciado
SP,Cafelândia,Municipal,Não iniciado
SP,Caiabu,Municipal,Não iniciado
SP,Caieiras,Municipal,Não iniciado
SP,Caiuá,Municipal,Não iniciado
SP,Cajamar,Municipal,Não iniciado
SP,Cajati,Municipal,Não iniciado
SP,Cajobi,Municipal,Não iniciado
SP,Cajuru,Municipal,Não iniciado
SP,Campina do Monte Alegre,Municipal,Não iniciado
SP,Campinas,Municipal,Não iniciado
SP,Campo Limpo Paulista,Municipal,Não iniciado
SP,Campos do Jordão,Municipal,Não iniciado
SP,Campos Novos Paulista,Municipal,Não iniciado
SP,Cananéia,Municipal,Não iniciado
SP,Canas,Municipal,Não iniciado
SP,Cândido Mota,Municipal,Não iniciado
SP,Cândido Rodrigues,Municipal,Não iniciado
SP,Canitar,Municipal,Não iniciado
SP,Capão Bonito,Municipal,Não iniciado
SP,Capela do Alto,Municipal,Não iniciado
SP,Capivari,Municipal,Não iniciado
SP,Caraguatatuba,Municipal,Não iniciado
SP,Carapicuíba,Municipal,Não iniciado
SP,Cardoso,Municipal,Não iniciado
SP,Casa Branca,Municipal,Não iniciado
SP,Cássia dos Coqueiros,Municipal,Não iniciado
SP,Castilho,Municipal,Não iniciado
SP,Catanduva,Municipal,Não iniciado
SP,Catiguá,Municipal,Não iniciado
SP,Cedral,Municipal,Não iniciado
SP,Cerqueira César,Municipal,Não iniciado
SP,Cerquilho,Municipal,Não iniciado
SP,Cesário Lange,Municipal,Não iniciado
SP,Charqueada,Municipal,Não iniciado
SP,Chavantes,Municipal,Não iniciado
SP,Clementina,Municipal,Não iniciado
SP,Colina,Municipal,Não iniciado
SP,Colômbia,Municipal,Não iniciado
SP,Conchal,Municipal,Não iniciado
SP,Conchas,Municipal,Não iniciado
SP,Cordeirópolis,Municipal,Não iniciado
SP,Coroados,Municipal,Não iniciado
SP,Coronel Macedo,Municipal,Não iniciado
SP,Corumbataí,Municipal,Não iniciado
SP,Cosmópolis,Municipal,Não iniciado
SP,Cosmorama,Municipal,Não iniciado
SP,Cotia,Municipal,Não iniciado
SP,Cravinhos,Municipal,Não iniciado
SP,Cristais Paulista,Municipal,Não iniciado
SP,Cruzália,Municipal,Não iniciado
SP,Cruzeiro,Municipal,Não iniciado
SP,Cubatão,Municipal,Não iniciado
SP,Cunha,Municipal,Não iniciado
SP,Descalvado,Municipal,Não iniciado
SP,Diadema,Municipal,Não iniciado
SP,Dirce Reis,Municipal,Não iniciado
SP,Divinolândia,Municipal,Não iniciado
SP,Dobrada,Municipal,Não iniciado
SP,Dois Córregos,Municipal,Não iniciado
SP,Dolcinópolis,Municipal,Não iniciado
SP,Dourado,Municipal,Não iniciado
SP,Dracena,Municipal,Não iniciado
SP,Duartina,Municipal,Não iniciado
SP,Dumont,Municipal,Não iniciado
SP,Echaporã,Municipal,Não iniciado
SP,Eldorado,Municipal,Não iniciado
SP,Elias Fausto,Municipal,Não iniciado
SP,Elisiário,Municipal,Não iniciado
SP,Embaúba,Municipal,Não iniciado
SP,Embu das Artes,Municipal,Não iniciado
SP,Embu-Guaçu,Municipal,Não iniciado
SP,Emilianópolis,Municipal,Não iniciado
SP,Engenheiro Coelho,Municipal,Não iniciado
SP,Espírito Santo do Pinhal,Municipal,Não iniciado
SP,Espírito Santo do Turvo,Municipal,Não iniciado
SP,Estiva Gerbi,Municipal,Não iniciado
SP,Estrela d'Oeste,Municipal,Não iniciado
SP,Estrela do Norte,Municipal,Não iniciado
SP,Euclides da Cunha Paulista,Municipal,Não iniciado
SP,Fartura,Municipal,Não iniciado
SP,Fernandópolis,Municipal,Não iniciado
SP,Fernando Prestes,Municipal,Não iniciado
SP,Fernão,Municipal,Não iniciado
SP,Ferraz de Vasconcelos,Municipal,Não iniciado
SP,Flora Rica,Municipal,Não iniciado
SP,Floreal,Municipal,Não iniciado
SP,Flórida Paulista,Municipal,Não iniciado
SP,Florínia,Municipal,Não iniciado
SP,Franca,Municipal,Não iniciado
SP,Francisco Morato,Municipal,Não iniciado
SP,Franco da Rocha,Municipal,Não iniciado
SP,Gabriel Monteiro,Municipal,Não iniciado
SP,Gália,Municipal,Não iniciado
SP,Garça,Municipal,Não iniciado
SP,Gastão Vidigal,Municipal,Não iniciado
SP,Gavião Peixoto,Municipal,Não iniciado
SP,General Salgado,Municipal,Não iniciado
SP,Getulina,Municipal,Não iniciado
SP,Glicério,Municipal,Não iniciado
SP,Guaiçara,Municipal,Não iniciado
SP,Guaimbê,Municipal,Não iniciado
SP,Guaíra,Municipal,Não iniciado
SP,Guapiaçu,Municipal,Não iniciado
SP,Guapiara,Municipal,Não iniciado
SP,Guará,Municipal,Não iniciado
SP,Guaraçaí,Municipal,Não iniciado
SP,Guaraci,Municipal,Não iniciado
SP,Guarani d'Oeste,Municipal,Não iniciado
SP,Guarantã,Municipal,Não iniciado
SP,Guararapes,Municipal,Não iniciado
SP,Guararema,Municipal,Não iniciado
SP,Guaratinguetá,Municipal,Não iniciado
SP,Guareí,Municipal,Não iniciado
SP,Guariba,Municipal,Não iniciado
SP,Guarujá,Municipal,Não iniciado
SP,Guarulhos,Municipal,Não iniciado
SP,Guatapará,Municipal,Não iniciado
SP,Guzolândia,Municipal,Não iniciado
SP,Herculândia,Municipal,Não iniciado
SP,Holambra,Municipal,Não iniciado
SP,Hortolândia,Municipal,Não iniciado
SP,Iacanga,Municipal,Não iniciado
SP,Iacri,Municipal,Não iniciado
SP,Iaras,Municipal,Não iniciado
SP,Ibaté,Municipal,Não iniciado
SP,Ibirá,Municipal,Não iniciado
SP,Ibirarema,Municipal,Não iniciado
SP,Ibitinga,Municipal,Não iniciado
SP,Ibiúna,Municipal,Não iniciado
SP,Icém,Municipal,Não iniciado
SP,Iepê,Municipal,Não iniciado
SP,Igaraçu do Tietê,Municipal,Não iniciado
SP,Igarapava,Municipal,Não iniciado
SP,Igaratá,Municipal,Não iniciado
SP,Iguape,Municipal,Não iniciado
SP,Ilhabela,Municipal,Não iniciado
SP,Ilha Comprida,Municipal,Não iniciado
SP,Ilha Solteira,Municipal,Não iniciado
SP,Indaiatuba,Municipal,Não iniciado
SP,Indiana,Municipal,Não iniciado
SP,Indiaporã,Municipal,Não iniciado
SP,Inúbia Paulista,Municipal,Não iniciado
SP,Ipaussu,Municipal,Não iniciado
SP,Iperó,Municipal,Não iniciado
SP,Ipeúna,Municipal,Não iniciado
SP,Ipiguá,Municipal,Não iniciado
SP,Iporanga,Municipal,Não iniciado
SP,Ipuã,Municipal,Não iniciado
SP,Iracemápolis,Municipal,Não iniciado
SP,Irapuã,Municipal,Não iniciado
SP,Irapuru,Municipal,Não iniciado
SP,Itaberá,Municipal,Não iniciado
SP,Itaí,Municipal,Não iniciado
SP,Itajobi,Municipal,Não iniciado
SP,Itaju,Municipal,Não iniciado
SP,Itanhaém,Municipal,Não iniciado
SP,Itaóca,Municipal,Não iniciado
SP,Itapecerica da Serra,Municipal,Não iniciado
SP,Itapetininga,Municipal,Não iniciado
SP,Itapeva,Municipal,Não iniciado
SP,Itapevi,Municipal,Não iniciado
SP,Itapira,Municipal,Não iniciado
SP,Itapirapuã Paulista,Municipal,Não iniciado
SP,Itápolis,Municipal,Não iniciado
